employee_id,manager_id,area,job_title,seniority,course,dt_course_conclusion,updated_at,course_format,course_duration_hours,quiz_score
EMP00329,MGR045,Tecnologia,Desenvolvedor Backend,Pleno,Cultura Data-Driven,2026-05-25,2026-05-19 12:37:57,Platform Course,4,8
EMP00012,MGR050,Tecnologia,Desenvolvedor Backend,Pleno,Cultura Data-Driven,2026-05-25,2026-05-22 14:37:57,Platform Course,4,8
EMP00065,MGR041,People,Analista de People,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-24 23:37:57,Platform Course,6,8
EMP00279,MGR059,Operações,Coordenador Operacional,Júnior,GenAI - Módulo Avançado,2026-05-25,2026-05-08 17:37:57,Live Meet,12,8
EMP00348,MGR024,Tecnologia,Desenvolvedor Backend,Sênior,GenAI - Módulo Avançado,2026-05-25,2026-05-09 09:37:57,Live Meet,12,10
EMP00286,MGR005,Operações,Analista de Operações,Júnior,Cultura Data-Driven,2026-05-25,2026-05-08 17:37:57,Live Meet,4,8
EMP00011,MGR005,Operações,Analista de Operações,Júnior,GenAI - Módulo Avançado,2026-05-25,2026-05-13 04:37:57,Live Meet,12,9
EMP00196,MGR012,Operações,Analista de Operações,Pleno,Cultura Data-Driven,2026-05-25,2026-05-20 05:37:57,Platform Course,4,9
EMP00009,MGR060,Marketing,Analista de Marketing,Especialista,GenAI para todos - Módulo básico,2026-05-25,2026-05-17 18:37:57,Live Meet,6,7
EMP00008,MGR028,Tecnologia,Desenvolvedor Backend,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-13 14:37:57,Platform Course,6,9
EMP00164,MGR021,Dados & Analytics,Analytics Engineer,Sênior,Cultura Data-Driven,2026-05-25,2026-05-21 10:37:57,Platform Course,4,8
EMP00170,MGR055,Tecnologia,Desenvolvedor Backend,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-13 04:37:57,Platform Course,6,8
EMP00008,MGR035,Tecnologia,Engenheiro de Dados,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-07 07:37:57,Platform Course,6,9
EMP00241,MGR008,Comercial,Inside Sales,Pleno,Cultura Data-Driven,2026-05-25,2026-05-14 01:37:57,Platform Course,4,9
EMP00008,MGR015,Dados & Analytics,Analista de BI,Pleno,Cultura Data-Driven,2026-05-25,2026-05-22 14:37:57,Live Meet,4,9
EMP00280,MGR045,Tecnologia,Desenvolvedor Backend,Pleno,Cultura Data-Driven,2026-05-25,2026-05-11 04:37:57,Platform Course,4,8
EMP00338,MGR039,Operações,Coordenador Operacional,Pleno,Cultura Data-Driven,2026-05-25,2026-05-13 12:37:57,Live Meet,4,8
EMP00052,MGR038,Tecnologia,Tech Lead,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-17 12:37:57,Live Meet,6,8
EMP00349,MGR014,Dados & Analytics,Analista de BI,Pleno,GenAI - Módulo Avançado,2026-05-25,2026-05-26 01:37:57,Platform Course,12,10
EMP00098,MGR016,Operações,Coordenador Operacional,Pleno,GenAI - Módulo Avançado,2026-05-25,2026-05-15 15:37:57,Platform Course,12,10
EMP00290,MGR007,Tecnologia,Arquiteto de Soluções,Sênior,GenAI para todos - Módulo básico,2026-05-25,2026-05-18 13:37:57,Platform Course,6,10
EMP00209,MGR040,Tecnologia,Arquiteto de Soluções,Júnior,GenAI - Módulo Avançado,2026-05-25,2026-05-05 20:37:57,Live Meet,12,9
EMP00296,MGR025,Operações,Coordenador Operacional,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-19 07:37:57,Platform Course,6,8
EMP00148,MGR030,Jurídico,Analista Jurídico,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-05 21:37:57,Live Meet,6,10
EMP00138,MGR019,Tecnologia,Arquiteto de Soluções,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-16 12:37:57,Platform Course,6,9
EMP00035,MGR013,Comercial,Gerente Comercial,Especialista,GenAI - Módulo Avançado,2026-05-25,2026-05-18 09:37:57,Live Meet,12,10
EMP00279,MGR001,Marketing,Analista de Marketing,Pleno,Cultura Data-Driven,2026-05-25,2026-05-16 22:37:57,Platform Course,4,9
EMP00172,MGR027,Dados & Analytics,Cientista de Dados,Júnior,Cultura Data-Driven,2026-05-25,2026-05-22 01:37:57,Platform Course,4,8
EMP00345,MGR018,Dados & Analytics,Analytics Engineer,Sênior,GenAI para todos - Módulo básico,2026-05-25,2026-05-22 21:37:57,Platform Course,6,8
EMP00092,MGR012,Tecnologia,Engenheiro de Dados,Sênior,Cultura Data-Driven,2026-05-25,2026-05-17 16:37:57,Live Meet,4,10
EMP00103,MGR054,Comercial,Gerente Comercial,Júnior,Cultura Data-Driven,2026-05-25,2026-05-19 07:37:57,Platform Course,4,9
EMP00091,MGR025,Comercial,Executivo de Contas,Júnior,Cultura Data-Driven,2026-05-25,2026-05-22 22:37:57,Live Meet,4,10
EMP00230,MGR006,Operações,Coordenador Operacional,Sênior,GenAI - Módulo Avançado,2026-05-25,2026-05-20 04:37:57,Platform Course,12,9
EMP00285,MGR032,Dados & Analytics,Analista de BI,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-12 01:37:57,Platform Course,6,8
EMP00103,MGR031,Dados & Analytics,Cientista de Dados,Sênior,Cultura Data-Driven,2026-05-25,2026-05-07 09:37:57,Platform Course,4,8
EMP00230,MGR023,Tecnologia,Desenvolvedor Backend,Sênior,GenAI para todos - Módulo básico,2026-05-25,2026-05-06 05:37:57,Platform Course,6,8
EMP00277,MGR020,Financeiro,Controller,Júnior,Cultura Data-Driven,2026-05-25,2026-05-14 21:37:57,Platform Course,4,9
EMP00038,MGR012,Tecnologia,Tech Lead,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-16 16:37:57,Live Meet,6,8
EMP00297,MGR038,Tecnologia,Tech Lead,Pleno,GenAI - Módulo Avançado,2026-05-25,2026-05-18 05:37:57,Platform Course,12,9
EMP00116,MGR012,Dados & Analytics,Analytics Engineer,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-21 10:37:57,Platform Course,6,8
EMP00108,MGR027,Marketing,Especialista em Growth,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-06 06:37:57,Platform Course,6,8
EMP00062,,Tecnologia,Arquiteto de Soluções,Júnior,Cultura Data-Driven,2026-05-25,2026-05-20 16:37:57,Platform Course,4,8
EMP00308,MGR030,Tecnologia,Tech Lead,Pleno,Cultura Data-Driven,2026-05-25,2026-05-12 17:37:57,Platform Course,4,7
EMP00278,MGR003,Tecnologia,Engenheiro de Dados,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-15 02:37:57,Platform Course,6,10
EMP00117,MGR019,Comercial,Inside Sales,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-05 21:37:57,Platform Course,6,10
EMP00336,MGR038,Operações,Coordenador Operacional,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-24 08:37:57,Platform Course,6,9
EMP00230,MGR046,Financeiro,Controller,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-25 10:37:57,Live Meet,6,8
EMP00007,MGR030,Tecnologia,Arquiteto de Soluções,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-23 09:37:57,Platform Course,6,8
EMP00018,MGR022,Comercial,Gerente Comercial,Júnior,Cultura Data-Driven,2026-05-25,2026-05-11 02:37:57,Live Meet,4,8
EMP00314,MGR047,Comercial,Gerente Comercial,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-18 03:37:57,Live Meet,6,8
EMP00075,MGR033,Dados & Analytics,Cientista de Dados,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-23 20:37:57,Platform Course,6,10
EMP00297,MGR022,Dados & Analytics,Cientista de Dados,Pleno,Cultura Data-Driven,2026-05-25,2026-05-13 05:37:57,Platform Course,4,10
EMP00269,MGR012,Tecnologia,Arquiteto de Soluções,Júnior,Cultura Data-Driven,2026-05-25,2026-05-13 03:37:57,Platform Course,4,10
EMP00244,MGR030,Tecnologia,Engenheiro de Dados,Sênior,Cultura Data-Driven,2026-05-25,2026-05-06 10:37:57,Platform Course,4,9
EMP00254,MGR028,Financeiro,Analista Financeiro,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-25 02:37:57,Platform Course,6,9
EMP00019,MGR004,Marketing,Especialista em Growth,,Cultura Data-Driven,2026-05-25,2026-05-19 13:37:57,Platform Course,4,9
EMP00344,MGR037,Tecnologia,Tech Lead,Sênior,Cultura Data-Driven,2026-05-25,2026-05-24 11:37:57,Platform Course,4,8
EMP00334,MGR016,Tecnologia,Tech Lead,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-22 09:37:57,Live Meet,6,9
EMP00002,MGR049,People,Business Partner,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-07 10:37:57,Platform Course,6,10
EMP00086,MGR040,Operações,Analista de Operações,Sênior,Cultura Data-Driven,2026-05-25,2026-05-20 09:37:57,Platform Course,4,10
EMP00013,MGR051,Comercial,Inside Sales,Pleno,Cultura Data-Driven,2026-05-25,2026-05-21 17:37:57,Live Meet,4,10
EMP00176,MGR041,Comercial,Executivo de Contas,Júnior,Cultura Data-Driven,2026-05-25,2026-05-25 12:37:57,Platform Course,4,8
EMP00274,MGR018,Tecnologia,Engenheiro de Dados,Sênior,Cultura Data-Driven,2026-05-25,2026-05-05 11:37:57,Platform Course,4,7
EMP00302,MGR013,Tecnologia,Desenvolvedor Backend,Júnior,GenAI - Módulo Avançado,2026-05-25,2026-05-16 03:37:57,Live Meet,12,9
EMP00276,MGR044,Tecnologia,Desenvolvedor Backend,Especialista,Cultura Data-Driven,2026-05-25,2026-05-22 19:37:57,Platform Course,4,7
EMP00307,MGR033,Operações,Analista de Operações,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-23 01:37:57,Platform Course,6,9
EMP00193,MGR016,Financeiro,Controller,Júnior,Cultura Data-Driven,2026-05-25,2026-05-10 02:37:57,Platform Course,4,9
EMP00090,MGR009,Operações,Coordenador Operacional,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-07 09:37:57,Live Meet,6,8
EMP00051,MGR040,Comercial,Inside Sales,Pleno,Cultura Data-Driven,2026-05-25,2026-05-15 18:37:57,Live Meet,4,8
EMP00282,MGR001,Tecnologia,Engenheiro de Dados,Especialista,Cultura Data-Driven,2026-05-25,2026-05-10 07:37:57,Live Meet,4,7
EMP00162,MGR055,Comercial,Executivo de Contas,Pleno,Cultura Data-Driven,2026-05-25,2026-05-19 21:37:57,Platform Course,4,8
EMP00320,MGR029,Comercial,Executivo de Contas,Júnior,Cultura Data-Driven,2026-05-25,2026-05-20 19:37:57,Platform Course,4,8
EMP00280,MGR011,Comercial,Inside Sales,Júnior,Cultura Data-Driven,2026-05-25,2026-05-17 12:37:57,Platform Course,4,8
EMP00171,MGR057,Tecnologia,Tech Lead,,GenAI para todos - Módulo básico,2026-05-25,2026-05-16 10:37:57,Platform Course,6,9
EMP00218,MGR011,Operações,Coordenador Operacional,Sênior,Cultura Data-Driven,2026-05-25,2026-05-11 03:37:57,Platform Course,4,7
EMP00297,MGR037,Operações,Analista de Operações,Pleno,Cultura Data-Driven,2026-05-25,2026-05-10 03:37:57,Platform Course,4,9
EMP00075,MGR044,Dados & Analytics,Analista de BI,Júnior,Cultura Data-Driven,2026-05-25,2026-05-20 12:37:57,Live Meet,4,9
EMP00076,MGR031,Tecnologia,Desenvolvedor Backend,Sênior,Cultura Data-Driven,2026-05-25,2026-05-06 18:37:57,Platform Course,4,9
EMP00236,MGR034,Dados & Analytics,Analytics Engineer,Especialista,Cultura Data-Driven,2026-05-25,2026-05-06 09:37:57,Platform Course,4,10
EMP00094,MGR032,Financeiro,Controller,Pleno,Cultura Data-Driven,2026-05-25,2026-05-25 15:37:57,Platform Course,4,8
EMP00256,MGR021,Operações,Coordenador Operacional,Pleno,Cultura Data-Driven,2026-05-25,2026-05-13 19:37:57,Live Meet,4,9
EMP00156,MGR034,Operações,Coordenador Operacional,Pleno,Cultura Data-Driven,2026-05-25,2026-05-10 07:37:57,Live Meet,4,9
EMP00163,MGR020,Dados & Analytics,Analytics Engineer,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-23 09:37:57,Live Meet,6,8
EMP00052,MGR034,People,Coordenador de RH,Sênior,Cultura Data-Driven,2026-05-25,2026-05-09 22:37:57,Platform Course,4,9
EMP00040,MGR059,Comercial,Gerente Comercial,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-15 13:37:57,Live Meet,6,9
EMP00052,MGR039,Operações,Coordenador Operacional,Júnior,Cultura Data-Driven,2026-05-25,2026-05-11 14:37:57,Live Meet,4,9
EMP00206,MGR027,Tecnologia,Arquiteto de Soluções,Pleno,Cultura Data-Driven,2026-05-25,2026-05-08 12:37:57,Platform Course,4,9
EMP00074,MGR049,Tecnologia,Desenvolvedor Backend,Sênior,GenAI - Módulo Avançado,2026-05-25,2026-05-21 23:37:57,Platform Course,12,9
EMP00241,MGR035,Financeiro,Analista Financeiro,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-10 13:37:57,Live Meet,6,10
EMP00122,MGR060,Tecnologia,Desenvolvedor Backend,Sênior,GenAI - Módulo Avançado,2026-05-25,2026-05-08 19:37:57,Live Meet,12,10
EMP00236,MGR052,Comercial,Executivo de Contas,Pleno,Cultura Data-Driven,2026-05-25,2026-05-16 06:37:57,Platform Course,4,10
EMP00020,MGR020,Dados & Analytics,Cientista de Dados,Sênior,GenAI para todos - Módulo básico,2026-05-25,2026-05-12 00:37:57,Platform Course,6,10
EMP00167,MGR056,Operações,Analista de Operações,Pleno,Cultura Data-Driven,2026-05-25,2026-05-18 08:37:57,Platform Course,4,10
EMP00279,MGR027,Comercial,Inside Sales,Sênior,GenAI para todos - Módulo básico,2026-05-25,2026-05-07 16:37:57,Live Meet,6,9
EMP00084,MGR036,People,Business Partner,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-16 21:37:57,Live Meet,6,10
EMP00206,MGR018,Tecnologia,Desenvolvedor Backend,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-22 02:37:57,Platform Course,6,9
EMP00127,MGR006,Tecnologia,Desenvolvedor Backend,Júnior,GenAI - Módulo Avançado,2026-05-25,2026-05-12 04:37:57,Platform Course,12,8
EMP00005,MGR039,Tecnologia,Arquiteto de Soluções,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-23 04:37:57,Platform Course,6,10
EMP00045,MGR059,Operações,Analista de Operações,Sênior,GenAI para todos - Módulo básico,2026-05-25,2026-05-24 22:37:57,Platform Course,6,9
EMP00147,,Operações,Analista de Operações,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-06 11:37:57,Platform Course,6,9
EMP00019,,Tecnologia,Tech Lead,Júnior,GenAI - Módulo Avançado,2026-05-25,2026-05-20 04:37:57,Live Meet,12,7
EMP00192,MGR059,Marketing,Especialista em Growth,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-09 22:37:57,Live Meet,6,9
EMP00324,MGR036,Operações,Coordenador Operacional,Sênior,GenAI para todos - Módulo básico,2026-05-25,2026-05-15 02:37:57,Platform Course,6,9
EMP00057,MGR039,Operações,Analista de Operações,Sênior,GenAI - Módulo Avançado,2026-05-25,2026-05-21 20:37:57,Live Meet,12,7
EMP00051,MGR029,Comercial,Gerente Comercial,Pleno,Cultura Data-Driven,2026-05-25,2026-05-14 07:37:57,Live Meet,4,8
EMP00286,MGR043,Tecnologia,Arquiteto de Soluções,Pleno,Cultura Data-Driven,2026-05-25,2026-05-24 14:37:57,Platform Course,4,8
EMP00234,MGR026,Marketing,Analista de Marketing,Júnior,Cultura Data-Driven,2026-05-25,2026-05-18 14:37:57,Platform Course,4,10
EMP00331,MGR023,Dados & Analytics,Analista de BI,Júnior,Cultura Data-Driven,2026-05-25,2026-05-25 23:37:57,Platform Course,4,9
EMP00239,MGR045,Dados & Analytics,Cientista de Dados,Sênior,Cultura Data-Driven,2026-05-25,2026-05-20 19:37:57,Live Meet,4,10
EMP00262,MGR039,Dados & Analytics,Analista de BI,Júnior,GenAI - Módulo Avançado,2026-05-25,2026-05-09 09:37:57,Platform Course,12,9
EMP00133,MGR037,Comercial,Executivo de Contas,Júnior,Cultura Data-Driven,2026-05-25,2026-05-14 18:37:57,Platform Course,4,10
EMP00014,MGR015,Tecnologia,Tech Lead,Júnior,Cultura Data-Driven,2026-05-25,2026-05-22 10:37:57,Platform Course,4,7
EMP00041,MGR049,Comercial,Inside Sales,Especialista,GenAI - Módulo Avançado,2026-05-25,2026-05-15 16:37:57,Platform Course,12,9
EMP00344,MGR053,People,Business Partner,Sênior,GenAI - Módulo Avançado,2026-05-25,2026-05-15 09:37:57,Live Meet,12,8
EMP00073,MGR053,People,Business Partner,Sênior,Cultura Data-Driven,2026-05-25,2026-05-07 19:37:57,Platform Course,4,9
EMP00146,MGR041,Tecnologia,Tech Lead,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-13 02:37:57,Live Meet,6,8
EMP00202,MGR013,Comercial,Executivo de Contas,Especialista,GenAI - Módulo Avançado,2026-05-25,2026-05-22 20:37:57,Live Meet,12,8
EMP00242,MGR026,Comercial,Gerente Comercial,Pleno,Cultura Data-Driven,2026-05-25,2026-05-15 10:37:57,Live Meet,4,8
EMP00270,MGR021,People,Analista de People,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-12 17:37:57,Live Meet,6,9
EMP00112,MGR031,Comercial,Executivo de Contas,Júnior,Cultura Data-Driven,2026-05-25,2026-05-25 22:37:57,Platform Course,4,8
EMP00342,MGR007,Operações,Coordenador Operacional,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-21 13:37:57,Live Meet,6,9
EMP00158,MGR049,Tecnologia,Arquiteto de Soluções,Sênior,GenAI para todos - Módulo básico,2026-05-25,2026-05-16 14:37:57,Platform Course,6,9
EMP00100,MGR043,Tecnologia,Tech Lead,,GenAI para todos - Módulo básico,2026-05-25,2026-05-21 18:37:57,Live Meet,6,9
EMP00063,MGR006,Comercial,Inside Sales,Sênior,Cultura Data-Driven,2026-05-25,2026-05-21 08:37:57,Platform Course,4,10
EMP00098,MGR004,Tecnologia,Engenheiro de Dados,,GenAI para todos - Módulo básico,2026-05-25,2026-05-07 23:37:57,Live Meet,6,8
EMP00190,MGR009,Comercial,Gerente Comercial,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-25 19:37:57,Live Meet,6,10
EMP00038,MGR001,Operações,Coordenador Operacional,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-24 01:37:57,Platform Course,6,9
EMP00167,MGR020,Comercial,Inside Sales,Júnior,GenAI - Módulo Avançado,2026-05-25,2026-05-07 23:37:57,Live Meet,12,9
EMP00342,MGR011,Comercial,Gerente Comercial,Sênior,GenAI - Módulo Avançado,2026-05-25,2026-05-10 04:37:57,Live Meet,12,10
EMP00014,MGR044,Operações,Coordenador Operacional,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-23 03:37:57,Live Meet,6,9
EMP00348,MGR052,Operações,Analista de Operações,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-20 03:37:57,Live Meet,6,9
EMP00280,MGR015,Tecnologia,Desenvolvedor Backend,Pleno,Cultura Data-Driven,2026-05-25,2026-05-13 20:37:57,Platform Course,4,8
EMP00092,MGR060,Operações,Coordenador Operacional,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-11 23:37:57,Platform Course,6,9
EMP00145,MGR038,Tecnologia,Arquiteto de Soluções,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-13 03:37:57,Live Meet,6,10
EMP00296,MGR019,Dados & Analytics,Analista de BI,,Cultura Data-Driven,2026-05-25,2026-05-25 10:37:57,Platform Course,4,9
EMP00035,MGR046,Tecnologia,Desenvolvedor Backend,Sênior,GenAI para todos - Módulo básico,2026-05-25,2026-05-05 04:37:57,Live Meet,6,10
EMP00119,MGR004,Operações,Analista de Operações,Pleno,Cultura Data-Driven,2026-05-25,2026-05-17 13:37:57,Platform Course,4,9
EMP00238,MGR025,Tecnologia,Engenheiro de Dados,Sênior,Cultura Data-Driven,2026-05-25,2026-05-11 18:37:57,Live Meet,4,9
EMP00297,MGR041,Tecnologia,Arquiteto de Soluções,Júnior,Cultura Data-Driven,2026-05-25,2026-05-05 08:37:57,Live Meet,4,10
EMP00306,MGR002,People,Analista de People,,Cultura Data-Driven,2026-05-25,2026-05-23 09:37:57,Live Meet,4,9
EMP00027,MGR001,Dados & Analytics,Analytics Engineer,Júnior,GenAI - Módulo Avançado,2026-05-25,2026-05-06 05:37:57,Platform Course,12,9
EMP00203,MGR046,Tecnologia,Desenvolvedor Backend,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-17 18:37:57,Platform Course,6,8
EMP00231,MGR012,Financeiro,Analista Financeiro,Júnior,GenAI - Módulo Avançado,2026-05-25,2026-05-22 22:37:57,Live Meet,12,9
EMP00283,MGR001,Comercial,Executivo de Contas,Pleno,Cultura Data-Driven,2026-05-25,2026-05-16 22:37:57,Platform Course,4,8
EMP00040,MGR028,Tecnologia,Tech Lead,Júnior,Cultura Data-Driven,2026-05-25,2026-05-09 12:37:57,Platform Course,4,9
EMP00196,MGR033,Tecnologia,Arquiteto de Soluções,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-21 01:37:57,Platform Course,6,9
EMP00158,MGR046,Dados & Analytics,Analista de BI,Júnior,Cultura Data-Driven,2026-05-25,2026-05-12 02:37:57,Platform Course,4,9
EMP00227,MGR055,Operações,Analista de Operações,Sênior,Cultura Data-Driven,2026-05-25,2026-05-15 09:37:57,Live Meet,4,8
EMP00016,MGR037,Tecnologia,Tech Lead,Júnior,Cultura Data-Driven,2026-05-25,2026-05-21 15:37:57,Platform Course,4,9
EMP00156,MGR051,Tecnologia,Engenheiro de Dados,Especialista,GenAI para todos - Módulo básico,2026-05-25,2026-05-17 10:37:57,Platform Course,6,8
EMP00051,MGR050,People,Business Partner,Júnior,Cultura Data-Driven,2026-05-25,2026-05-13 03:37:57,Platform Course,4,8
EMP00151,MGR008,Tecnologia,Tech Lead,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-17 00:37:57,Platform Course,6,8
EMP00158,MGR053,Tecnologia,Engenheiro de Dados,Pleno,Cultura Data-Driven,2026-05-25,2026-05-25 01:37:57,Live Meet,4,9
EMP00105,MGR032,Dados & Analytics,Cientista de Dados,Sênior,Cultura Data-Driven,2026-05-25,2026-05-09 11:37:57,Platform Course,4,10
EMP00088,MGR058,Comercial,Executivo de Contas,,Cultura Data-Driven,2026-05-25,2026-05-21 00:37:57,Platform Course,4,8
EMP00214,MGR015,Comercial,Gerente Comercial,Pleno,Cultura Data-Driven,2026-05-25,2026-05-26 01:37:57,Live Meet,4,10
EMP00112,MGR043,Comercial,Executivo de Contas,Pleno,Cultura Data-Driven,2026-05-25,2026-05-25 18:37:57,Platform Course,4,9
EMP00183,MGR016,Operações,Analista de Operações,Sênior,Cultura Data-Driven,2026-05-25,2026-05-13 18:37:57,Platform Course,4,7
EMP00284,MGR046,Comercial,Gerente Comercial,Pleno,Cultura Data-Driven,2026-05-25,2026-05-25 15:37:57,Platform Course,4,8
EMP00098,MGR043,Tecnologia,Tech Lead,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-16 05:37:57,Platform Course,6,9
EMP00345,MGR018,Operações,Coordenador Operacional,Pleno,Cultura Data-Driven,2026-05-25,2026-05-25 11:37:57,Platform Course,4,9
EMP00304,MGR029,Tecnologia,Engenheiro de Dados,Pleno,Cultura Data-Driven,2026-05-25,2026-05-20 00:37:57,Live Meet,4,9
EMP00020,MGR032,Tecnologia,Engenheiro de Dados,Júnior,Cultura Data-Driven,2026-05-25,2026-05-17 07:37:57,Platform Course,4,8
EMP00162,MGR006,Tecnologia,Arquiteto de Soluções,Júnior,GenAI para todos - Módulo básico,2026-05-25,2026-05-13 12:37:57,Live Meet,6,9
EMP00004,MGR044,Dados & Analytics,Analista de BI,Pleno,Cultura Data-Driven,2026-05-25,2026-05-21 04:37:57,Live Meet,4,7
EMP00122,MGR054,Dados & Analytics,Cientista de Dados,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-17 14:37:57,Live Meet,6,9
EMP00120,MGR020,Tecnologia,Arquiteto de Soluções,Sênior,GenAI - Módulo Avançado,2026-05-25,2026-05-06 02:37:57,Live Meet,12,9
EMP00056,MGR002,Marketing,Especialista em Growth,Pleno,GenAI para todos - Módulo básico,2026-05-25,2026-05-15 21:37:57,Platform Course,6,10
EMP00205,MGR014,Operações,Coordenador Operacional,Sênior,Cultura Data-Driven,2026-05-25,2026-05-17 02:37:57,Platform Course,4,9
EMP00082,MGR019,Tecnologia,Engenheiro de Dados,Júnior,Cultura Data-Driven,2026-05-25,2026-05-10 01:37:57,Platform Course,4,7
EMP00019,MGR005,Dados & Analytics,Analytics Engineer,Sênior,Cultura Data-Driven,2026-05-25,2026-05-09 22:37:57,Live Meet,4,10
EMP00098,MGR030,Tecnologia,Tech Lead,Pleno,Cultura Data-Driven,2026-05-25,2026-05-05 17:37:57,Platform Course,4,8
EMP00124,MGR015,Tecnologia,Desenvolvedor Backend,Pleno,Cultura Data-Driven,2026-05-25,2026-05-20 10:37:57,Platform Course,4,8
EMP00134,MGR041,Comercial,Gerente Comercial,Júnior,GenAI - Módulo Avançado,2026-05-25,2026-05-16 02:37:57,Platform Course,12,9
EMP00182,MGR051,Tecnologia,Desenvolvedor Backend,Júnior,Cultura Data-Driven,2026-05-25,2026-05-23 14:37:57,Platform Course,4,8
EMP00191,MGR059,Operações,Analista de Operações,Pleno,Cultura Data-Driven,2026-05-25,2026-05-21 08:37:57,Platform Course,4,8
